level_0,0
AGS,"{'ORD': {'FLIGHT_VOLUME': 7.0, 'ARR_DELAY': 53.142857142857146}, 'DFW': {'FLIGHT_VOLUME': 9.0, 'ARR_DELAY': 17.77777777777778}, 'LGA': {'FLIGHT_VOLUME': 16.0, 'ARR_DELAY': 18.1875}, 'DCA': {'FLIGHT_VOLUME': 15.0, 'ARR_DELAY': -2.4}, 'PHL': {'FLIGHT_VOLUME': 7.0, 'ARR_DELAY': 49.857142857142854}, 'ATL': {'FLIGHT_VOLUME': 2673.0, 'ARR_DELAY': 8.839880284324728}, 'CLT': {'FLIGHT_VOLUME': 1817.0, 'ARR_DELAY': 7.173913043478261}}"
AKN,"{'ANC': {'FLIGHT_VOLUME': 63.0, 'ARR_DELAY': 1.4285714285714286}}"
ALB,"{'EWR': {'FLIGHT_VOLUME': 102.0, 'ARR_DELAY': -1.1372549019607843}, 'IAD': {'FLIGHT_VOLUME': 69.0, 'ARR_DELAY': 7.971014492753623}, 'LAS': {'FLIGHT_VOLUME': 27.0, 'ARR_DELAY': 4.37037037037037}, 'DEN': {'FLIGHT_VOLUME': 363.0, 'ARR_DELAY': 4.856749311294766}, 'MCO': {'FLIGHT_VOLUME': 1063.0, 'ARR_DELAY': 7.408278457196613}, 'FLL': {'FLIGHT_VOLUME': 617.0, 'ARR_DELAY': 5.356564019448946}, 'RSW': {'FLIGHT_VOLUME': 52.0, 'ARR_DELAY': 3.1923076923076925}, 'DTW': {'FLIGHT_VOLUME': 876.0, 'ARR_DELAY': -1.4737442922374429}, 'ORD': {'FLIGHT_VOLUME': 2011.0, 'ARR_DELAY': 9.307309796121332}, 'MSP': {'FLIGHT_VOLUME': 255.0, 'ARR_DELAY': -2.8862745098039215}, 'TPA': {'FLIGHT_VOLUME': 392.0, 'ARR_DELAY': 5.163265306122449}, 'BWI': {'FLIGHT_VOLUME': 1910.0, 'ARR_DELAY': -0.44293193717277485}, 'DCA': {'FLIGHT_VOLUME': 1187.0, 'ARR_DELAY': 4.224094355518113}, 'PHL': {'FLIGHT_VOLUME': 642.0, 'ARR_DELAY': 5.6152647975077885}, 'ATL': {'FLIGHT_VOLUME': 1021.0, 'ARR_DELAY': -5.878550440744368}, 'CLT': {'FLIGHT_VOLUME': 1018.0, 'ARR_DELAY': -3.6709233791748526}, 'MDW': {'FLIGHT_VOLUME': 727.0, 'ARR_DELAY': 0.8308115543328748}, 'SFB': {'FLIGHT_VOLUME': 9.0, 'ARR_DELAY': 13.666666666666666}, 'PIE': {'FLIGHT_VOLUME': 12.0, 'ARR_DELAY': 29.0}, 'PGD': {'FLIGHT_VOLUME': 7.0, 'ARR_DELAY': 22.285714285714285}}"
ALO,"{'ORD': {'FLIGHT_VOLUME': 677.0, 'ARR_DELAY': 6.884785819793206}}"
AMA,"{'IAH': {'FLIGHT_VOLUME': 1072.0, 'ARR_DELAY': 5.270522388059701}, 'LAS': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': 4.147945205479452}, 'PHX': {'FLIGHT_VOLUME': 271.0, 'ARR_DELAY': 0.4280442804428044}, 'DEN': {'FLIGHT_VOLUME': 17.0, 'ARR_DELAY': -3.6470588235294117}, 'DFW': {'FLIGHT_VOLUME': 2289.0, 'ARR_DELAY': 3.64001747487986}, 'DAL': {'FLIGHT_VOLUME': 1352.0, 'ARR_DELAY': 2.9792899408284024}}"
ANC,"{'EWR': {'FLIGHT_VOLUME': 14.0, 'ARR_DELAY': 41.857142857142854}, 'SFO': {'FLIGHT_VOLUME': 101.0, 'ARR_DELAY': 0.18811881188118812}, 'IAH': {'FLIGHT_VOLUME': 75.0, 'ARR_DELAY': 7.013333333333334}, 'LAS': {'FLIGHT_VOLUME': 7.0, 'ARR_DELAY': 4.142857142857143}, 'PHX': {'FLIGHT_VOLUME': 172.0, 'ARR_DELAY': -0.09302325581395349}, 'DEN': {'FLIGHT_VOLUME': 459.0, 'ARR_DELAY': -1.3071895424836601}, 'SEA': {'FLIGHT_VOLUME': 6802.0, 'ARR_DELAY': -7.580564539841223}, 'ORD': {'FLIGHT_VOLUME': 555.0, 'ARR_DELAY': 4.268468468468469}, 'DFW': {'FLIGHT_VOLUME': 119.0, 'ARR_DELAY': 68.52941176470588}, 'LAX': {'FLIGHT_VOLUME': 476.0, 'ARR_DELAY': -14.201680672268907}, 'PDX': {'FLIGHT_VOLUME': 1109.0, 'ARR_DELAY': -8.389540126239856}, 'MSP': {'FLIGHT_VOLUME': 534.0, 'ARR_DELAY': -4.4700374531835205}, 'ATL': {'FLIGHT_VOLUME': 116.0, 'ARR_DELAY': 11.956896551724139}, 'KOA': {'FLIGHT_VOLUME': 61.0, 'ARR_DELAY': -8.163934426229508}, 'SLC': {'FLIGHT_VOLUME': 58.0, 'ARR_DELAY': -13.672413793103448}, 'OGG': {'FLIGHT_VOLUME': 73.0, 'ARR_DELAY': -9.684931506849315}, 'HNL': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': -9.663013698630136}, 'SCC': {'FLIGHT_VOLUME': 727.0, 'ARR_DELAY': -3.232462173314993}, 'FAI': {'FLIGHT_VOLUME': 2103.0, 'ARR_DELAY': -3.7327627199239184}, 'BET': {'FLIGHT_VOLUME': 837.0, 'ARR_DELAY': -4.60931899641577}, 'ADQ': {'FLIGHT_VOLUME': 636.0, 'ARR_DELAY': -1.5880503144654088}, 'CDV': {'FLIGHT_VOLUME': 361.0, 'ARR_DELAY': 4.81994459833795}, 'JNU': {'FLIGHT_VOLUME': 1318.0, 'ARR_DELAY': -2.635811836115326}, 'OME': {'FLIGHT_VOLUME': 411.0, 'ARR_DELAY': -7.250608272506082}, 'OTZ': {'FLIGHT_VOLUME': 671.0, 'ARR_DELAY': -4.698956780923994}, 'ADK': {'FLIGHT_VOLUME': 104.0, 'ARR_DELAY': -5.903846153846154}, 'DLG': {'FLIGHT_VOLUME': 84.0, 'ARR_DELAY': -4.226190476190476}, 'AKN': {'FLIGHT_VOLUME': 63.0, 'ARR_DELAY': -0.8253968253968254}}"
APN,"{'DTW': {'FLIGHT_VOLUME': 362.0, 'ARR_DELAY': 5.718232044198895}, 'PLN': {'FLIGHT_VOLUME': 259.0, 'ARR_DELAY': 11.50965250965251}, 'MBS': {'FLIGHT_VOLUME': 1.0, 'ARR_DELAY': 0.0}}"
ART,"{'PHL': {'FLIGHT_VOLUME': 25.0, 'ARR_DELAY': 16.6}}"
ASE,"{'SFO': {'FLIGHT_VOLUME': 342.0, 'ARR_DELAY': 22.087719298245613}, 'IAH': {'FLIGHT_VOLUME': 468.0, 'ARR_DELAY': 19.912393162393162}, 'PHX': {'FLIGHT_VOLUME': 93.0, 'ARR_DELAY': 3.043010752688172}, 'DEN': {'FLIGHT_VOLUME': 2364.0, 'ARR_DELAY': 6.093062605752961}, 'ORD': {'FLIGHT_VOLUME': 955.0, 'ARR_DELAY': 16.13717277486911}, 'DFW': {'FLIGHT_VOLUME': 648.0, 'ARR_DELAY': 16.266975308641975}, 'LAX': {'FLIGHT_VOLUME': 1113.0, 'ARR_DELAY': 7.10062893081761}, 'MSP': {'FLIGHT_VOLUME': 27.0, 'ARR_DELAY': 8.074074074074074}, 'ATL': {'FLIGHT_VOLUME': 104.0, 'ARR_DELAY': -4.6826923076923075}, 'SLC': {'FLIGHT_VOLUME': 740.0, 'ARR_DELAY': 2.889189189189189}}"
ATL,"{'EWR': {'FLIGHT_VOLUME': 6481.0, 'ARR_DELAY': 15.101990433575066}, 'RDU': {'FLIGHT_VOLUME': 5284.0, 'ARR_DELAY': 4.907645722937168}, 'IAD': {'FLIGHT_VOLUME': 4372.0, 'ARR_DELAY': 2.948993595608417}, 'BOS': {'FLIGHT_VOLUME': 6936.0, 'ARR_DELAY': 7.401095732410611}, 'SAT': {'FLIGHT_VOLUME': 3364.0, 'ARR_DELAY': 0.847205707491082}, 'SFO': {'FLIGHT_VOLUME': 3278.0, 'ARR_DELAY': 4.584197681513118}, 'IAH': {'FLIGHT_VOLUME': 5290.0, 'ARR_DELAY': 3.8833648393194706}, 'LAS': {'FLIGHT_VOLUME': 4667.0, 'ARR_DELAY': 1.0604242554103278}, 'PHX': {'FLIGHT_VOLUME': 3438.0, 'ARR_DELAY': 3.0622454915648634}, 'CLE': {'FLIGHT_VOLUME': 3578.0, 'ARR_DELAY': 1.0980994969256568}, 'DEN': {'FLIGHT_VOLUME': 5607.0, 'ARR_DELAY': 2.3609773497413946}, 'SMF': {'FLIGHT_VOLUME': 984.0, 'ARR_DELAY': -2.3434959349593494}, 'SAN': {'FLIGHT_VOLUME': 2331.0, 'ARR_DELAY': -1.0171600171600172}, 'MCO': {'FLIGHT_VOLUME': 9334.0, 'ARR_DELAY': 5.7608742232697665}, 'FLL': {'FLIGHT_VOLUME': 8611.0, 'ARR_DELAY': 4.062245964464058}, 'PIT': {'FLIGHT_VOLUME': 3484.0, 'ARR_DELAY': -0.30424799081515497}, 'RSW': {'FLIGHT_VOLUME': 3593.0, 'ARR_DELAY': 1.7205677706651823}, 'SEA': {'FLIGHT_VOLUME': 3078.0, 'ARR_DELAY': 0.6790123456790124}, 'DTW': {'FLIGHT_VOLUME': 5677.0, 'ARR_DELAY': 1.6350184956843403}, 'BNA': {'FLIGHT_VOLUME': 4140.0, 'ARR_DELAY': 2.56207729468599}, 'RNO': {'FLIGHT_VOLUME': 24.0, 'ARR_DELAY': -4.916666666666667}, 'MCI': {'FLIGHT_VOLUME': 4134.0, 'ARR_DELAY': 0.5162070633768747}, 'ORD': {'FLIGHT_VOLUME': 7642.0, 'ARR_DELAY': 5.154671551949751}, 'MSY': {'FLIGHT_VOLUME': 5509.0, 'ARR_DELAY': 4.267743692140134}, 'MSN': {'FLIGHT_VOLUME': 1168.0, 'ARR_DELAY': -1.841609589041096}, 'DFW': {'FLIGHT_VOLUME': 7000.0, 'ARR_DELAY': 4.998285714285714}, 'LAX': {'FLIGHT_VOLUME': 6616.0, 'ARR_DELAY': 2.8423518742442564}, 'JAX': {'FLIGHT_VOLUME': 5285.0, 'ARR_DELAY': 3.420435193945128}, 'SJC': {'FLIGHT_VOLUME': 1101.0, 'ARR_DELAY': -2.3651226158038146}, 'SNA': {'FLIGHT_VOLUME': 1154.0, 'ARR_DELAY': -0.0017331022530329288}, 'PDX': {'FLIGHT_VOLUME': 1321.0, 'ARR_DELAY': -4.7055261165783495}, 'GRR': {'FLIGHT_VOLUME': 1681.0, 'ARR_DELAY': -1.6912552052349792}, 'MIA': {'FLIGHT_VOLUME': 6564.0, 'ARR_DELAY': 4.594454600853139}, 'FSD': {'FLIGHT_VOLUME': 310.0, 'ARR_DELAY': -0.7709677419354839}, 'MSP': {'FLIGHT_VOLUME': 4946.0, 'ARR_DELAY': -0.1914678528103518}, 'CVG': {'FLIGHT_VOLUME': 2806.0, 'ARR_DELAY': -0.7451888809693514}, 'AUS': {'FLIGHT_VOLUME': 3787.0, 'ARR_DELAY': 3.5450224452072883}, 'LGA': {'FLIGHT_VOLUME': 9610.0, 'ARR_DELAY': 5.400832466181061}, 'IND': {'FLIGHT_VOLUME': 4133.0, 'ARR_DELAY': 0.8557948221630777}, 'TPA': {'FLIGHT_VOLUME': 7021.0, 'ARR_DELAY': 5.208090015667284}, 'BWI': {'FLIGHT_VOLUME': 6886.0, 'ARR_DELAY': 3.442782457159454}, 'DCA': {'FLIGHT_VOLUME': 7123.0, 'ARR_DELAY': 3.834199073424119}, 'CHS': {'FLIGHT_VOLUME': 3556.0, 'ARR_DELAY': -0.9541619797525309}, 'PHL': {'FLIGHT_VOLUME': 6564.0, 'ARR_DELAY': 4.893053016453382}, 'ROC': {'FLIGHT_VOLUME': 1028.0, 'ARR_DELAY': 0.14688715953307394}, 'SJU': {'FLIGHT_VOLUME': 1367.0, 'ARR_DELAY': 4.136795903438186}, 'ORF': {'FLIGHT_VOLUME': 2900.0, 'ARR_DELAY': 2.412413793103448}, 'PBI': {'FLIGHT_VOLUME': 4266.0, 'ARR_DELAY': 3.46460384435068}, 'BDL': {'FLIGHT_VOLUME': 2297.0, 'ARR_DELAY': -0.6887244231606443}, 'ABQ': {'FLIGHT_VOLUME': 851.0, 'ARR_DELAY': -2.8883666274970623}, 'SRQ': {'FLIGHT_VOLUME': 2284.0, 'ARR_DELAY': 0.5153239929947461}, 'DSM': {'FLIGHT_VOLUME': 1043.0, 'ARR_DELAY': -2.656759348034516}, 'MYR': {'FLIGHT_VOLUME': 1337.0, 'ARR_DELAY': 0.09798055347793568}, 'SLC': {'FLIGHT_VOLUME': 3062.0, 'ARR_DELAY': 2.327563683866754}, 'CMH': {'FLIGHT_VOLUME': 3773.0, 'ARR_DELAY': 2.2679565332626557}, 'HNL': {'FLIGHT_VOLUME': 365.0, 'ARR_DELAY': -13.73150684931507}, 'MDT': {'FLIGHT_VOLUME': 1021.0, 'ARR_DELAY': -3.2233104799216457}, 'SAV': {'FLIGHT_VOLUME': 3489.0, 'ARR_DELAY': -0.46804241903124105}, 'OKC': {'FLIGHT_VOLUME': 1978.0, 'ARR_DELAY': -2.615267947421638}, 'ALB': {'FLIGHT_VOLUME': 1021.0, 'ARR_DELAY': -2.720861900097943}, 'STL': {'FLIGHT_VOLUME': 4109.0, 'ARR_DELAY': 1.7228036018495985}, 'OMA': {'FLIGHT_VOLUME': 1731.0, 'ARR_DELAY': -0.7816291161178509}, 'BUF': {'FLIGHT_VOLUME': 1650.0, 'ARR_DELAY': -1.6272727272727272}, 'PSP': {'FLIGHT_VOLUME': 11.0, 'ARR_DELAY': -2.4545454545454546}, 'AVL': {'FLIGHT_VOLUME': 2390.0, 'ARR_DELAY': 5.0263598326359835}, 'ANC': {'FLIGHT_VOLUME': 116.0, 'ARR_DELAY': -1.5172413793103448}, 'RIC': {'FLIGHT_VOLUME': 4278.0, 'ARR_DELAY': 2.1339410939691446}, 'TUS': {'FLIGHT_VOLUME': 683.0, 'ARR_DELAY': -0.6822840409956076}, 'PWM': {'FLIGHT_VOLUME': 660.0, 'ARR_DELAY': 2.7181818181818183}, 'BTV': {'FLIGHT_VOLUME': 399.0, 'ARR_DELAY': 0.9974937343358395}, 'BZN': {'FLIGHT_VOLUME': 106.0, 'ARR_DELAY': -7.490566037735849}, 'ICT': {'FLIGHT_VOLUME': 1038.0, 'ARR_DELAY': -1.140655105973025}, 'CLT': {'FLIGHT_VOLUME': 6352.0, 'ARR_DELAY': 0.013853904282115869}, 'CID': {'FLIGHT_VOLUME': 896.0, 'ARR_DELAY': -0.7254464285714286}, 'TYS': {'FLIGHT_VOLUME': 2931.0, 'ARR_DELAY': 2.732173319686114}, 'COS': {'FLIGHT_VOLUME': 402.0, 'ARR_DELAY': 9.534825870646767}, 'PVD': {'FLIGHT_VOLUME': 1057.0, 'ARR_DELAY': 4.789025543992431}, 'ELP': {'FLIGHT_VOLUME': 861.0, 'ARR_DELAY': -7.887340301974448}, 'TTN': {'FLIGHT_VOLUME': 303.0, 'ARR_DELAY': 17.184818481848186}, 'MEM': {'FLIGHT_VOLUME': 3443.0, 'ARR_DELAY': 1.0862619808306708}, 'ISP': {'FLIGHT_VOLUME': 72.0, 'ARR_DELAY': 11.152777777777779}, 'MKE': {'FLIGHT_VOLUME': 3166.0, 'ARR_DELAY': -1.8806064434617815}, 'BHM': {'FLIGHT_VOLUME': 3403.0, 'ARR_DELAY': 2.407287687334705}, 'TUL': {'FLIGHT_VOLUME': 1609.0, 'ARR_DELAY': -1.6389061528899938}, 'LIT': {'FLIGHT_VOLUME': 2232.0, 'ARR_DELAY': 0.46729390681003585}, 'GSO': {'FLIGHT_VOLUME': 2722.0, 'ARR_DELAY': 0.6216017634092579}, 'PNS': {'FLIGHT_VOLUME': 2732.0, 'ARR_DELAY': -0.24487554904831627}, 'BTR': {'FLIGHT_VOLUME': 2279.0, 'ARR_DELAY': 4.0408073716542345}, 'SHV': {'FLIGHT_VOLUME': 2130.0, 'ARR_DELAY': 4.26150234741784}, 'MOB': {'FLIGHT_VOLUME': 2387.0, 'ARR_DELAY': 9.328445747800586}, 'GRK': {'FLIGHT_VOLUME': 21.0, 'ARR_DELAY': -3.761904761904762}, 'CHA': {'FLIGHT_VOLUME': 3250.0, 'ARR_DELAY': 5.047384615384615}, 'MLU': {'FLIGHT_VOLUME': 1309.0, 'ARR_DELAY': 11.812070282658517}, 'FSM': {'FLIGHT_VOLUME': 682.0, 'ARR_DELAY': 6.055718475073314}, 'FWA': {'FLIGHT_VOLUME': 1406.0, 'ARR_DELAY': 5.200568990042674}, 'JAC': {'FLIGHT_VOLUME': 118.0, 'ARR_DELAY': -4.576271186440678}, 'AVP': {'FLIGHT_VOLUME': 352.0, 'ARR_DELAY': -2.2954545454545454}, 'CAE': {'FLIGHT_VOLUME': 2664.0, 'ARR_DELAY': 2.9470720720720722}, 'JAN': {'FLIGHT_VOLUME': 2253.0, 'ARR_DELAY': 1.141588992454505}, 'CRW': {'FLIGHT_VOLUME': 1602.0, 'ARR_DELAY': 4.436329588014981}, 'SBN': {'FLIGHT_VOLUME': 1410.0, 'ARR_DELAY': 4.523404255319149}, 'AEX': {'FLIGHT_VOLUME': 1323.0, 'ARR_DELAY': 5.715041572184429}, 'ECP': {'FLIGHT_VOLUME': 2000.0, 'ARR_DELAY': 15.86}, 'ABE': {'FLIGHT_VOLUME': 969.0, 'ARR_DELAY': 0.8400412796697626}, 'XNA': {'FLIGHT_VOLUME': 1939.0, 'ARR_DELAY': 4.092831356369262}, 'VPS': {'FLIGHT_VOLUME': 2242.0, 'ARR_DELAY': 0.4326494201605709}, 'FAR': {'FLIGHT_VOLUME': 23.0, 'ARR_DELAY': 11.130434782608695}, 'SDF': {'FLIGHT_VOLUME': 2802.0, 'ARR_DELAY': -0.37544610992148464}, 'GSP': {'FLIGHT_VOLUME': 3775.0, 'ARR_DELAY': 2.794437086092715}, 'LFT': {'FLIGHT_VOLUME': 1276.0, 'ARR_DELAY': 2.614420062695925}, 'DAY': {'FLIGHT_VOLUME': 1380.0, 'ARR_DELAY': -0.6065217391304348}, 'LEX': {'FLIGHT_VOLUME': 2514.0, 'ARR_DELAY': 2.177406523468576}, 'PIA': {'FLIGHT_VOLUME': 1031.0, 'ARR_DELAY': 2.8040737148399613}, 'GPT': {'FLIGHT_VOLUME': 1432.0, 'ARR_DELAY': 4.296787709497207}, 'CAK': {'FLIGHT_VOLUME': 1026.0, 'ARR_DELAY': 0.2046783625730994}, 'MHT': {'FLIGHT_VOLUME': 357.0, 'ARR_DELAY': 0.46218487394957986}, 'HSV': {'FLIGHT_VOLUME': 2539.0, 'ARR_DELAY': 0.9842457660496259}, 'MTJ': {'FLIGHT_VOLUME': 43.0, 'ARR_DELAY': -13.674418604651162}, 'SGF': {'FLIGHT_VOLUME': 1380.0, 'ARR_DELAY': 2.2195652173913043}, 'SYR': {'FLIGHT_VOLUME': 1027.0, 'ARR_DELAY': 0.41090555014605645}, 'FNT': {'FLIGHT_VOLUME': 1019.0, 'ARR_DELAY': 1.2561334641805693}, 'MLI': {'FLIGHT_VOLUME': 1049.0, 'ARR_DELAY': 7.408007626310773}, 'RST': {'FLIGHT_VOLUME': 516.0, 'ARR_DELAY': 5.114341085271318}, 'PHF': {'FLIGHT_VOLUME': 1114.0, 'ARR_DELAY': 5.622980251346499}, 'ATW': {'FLIGHT_VOLUME': 666.0, 'ARR_DELAY': 0.22072072072072071}, 'MDW': {'FLIGHT_VOLUME': 4159.0, 'ARR_DELAY': 2.8138975715316183}, 'EYW': {'FLIGHT_VOLUME': 1667.0, 'ARR_DELAY': 7.9706058788242355}, 'OAJ': {'FLIGHT_VOLUME': 1299.0, 'ARR_DELAY': 6.0723633564280215}, 'HPN': {'FLIGHT_VOLUME': 2128.0, 'ARR_DELAY': 9.94266917293233}, 'AGS': {'FLIGHT_VOLUME': 2669.0, 'ARR_DELAY': 8.099662795054327}, 'BMI': {'FLIGHT_VOLUME': 1008.0, 'ARR_DELAY': 11.413690476190476}, 'GRB': {'FLIGHT_VOLUME': 518.0, 'ARR_DELAY': 4.055984555984556}, 'ROA': {'FLIGHT_VOLUME': 1642.0, 'ARR_DELAY': 6.7557856272838}, 'MSO': {'FLIGHT_VOLUME': 13.0, 'ARR_DELAY': 22.307692307692307}, 'OAK': {'FLIGHT_VOLUME': 431.0, 'ARR_DELAY': 3.183294663573086}, 'RAP': {'FLIGHT_VOLUME': 17.0, 'ARR_DELAY': -6.823529411764706}, 'EVV': {'FLIGHT_VOLUME': 1054.0, 'ARR_DELAY': 2.6005692599620494}, 'FCA': {'FLIGHT_VOLUME': 12.0, 'ARR_DELAY': 14.666666666666666}, 'TRI': {'FLIGHT_VOLUME': 2170.0, 'ARR_DELAY': 5.221198156682028}, 'ELM': {'FLIGHT_VOLUME': 11.0, 'ARR_DELAY': -3.727272727272727}, 'JFK': {'FLIGHT_VOLUME': 3249.0, 'ARR_DELAY': 9.96737457679286}, 'ILM': {'FLIGHT_VOLUME': 1796.0, 'ARR_DELAY': 5.413140311804009}, 'TLH': {'FLIGHT_VOLUME': 2306.0, 'ARR_DELAY': 3.826539462272333}, 'GNV': {'FLIGHT_VOLUME': 2389.0, 'ARR_DELAY': 4.6651318543323566}, 'CHO': {'FLIGHT_VOLUME': 1665.0, 'ARR_DELAY': 3.203003003003003}, 'HOU': {'FLIGHT_VOLUME': 4128.0, 'ARR_DELAY': 3.621124031007752}, 'TVC': {'FLIGHT_VOLUME': 36.0, 'ARR_DELAY': 1.0}, 'MGM': {'FLIGHT_VOLUME': 2300.0, 'ARR_DELAY': 8.55304347826087}, 'FAY': {'FLIGHT_VOLUME': 1695.0, 'ARR_DELAY': 3.336873156342183}, 'ACY': {'FLIGHT_VOLUME': 192.0, 'ARR_DELAY': 19.21875}, 'STT': {'FLIGHT_VOLUME': 390.0, 'ARR_DELAY': 1.6128205128205129}, 'MLB': {'FLIGHT_VOLUME': 1546.0, 'ARR_DELAY': -1.7664941785252264}, 'EWN': {'FLIGHT_VOLUME': 712.0, 'ARR_DELAY': 5.115168539325842}, 'DAB': {'FLIGHT_VOLUME': 1755.0, 'ARR_DELAY': 3.565811965811966}, 'ASE': {'FLIGHT_VOLUME': 104.0, 'ARR_DELAY': 13.711538461538462}, 'LNK': {'FLIGHT_VOLUME': 262.0, 'ARR_DELAY': 6.0038167938931295}, 'HDN': {'FLIGHT_VOLUME': 98.0, 'ARR_DELAY': -2.816326530612245}, 'EGE': {'FLIGHT_VOLUME': 107.0, 'ARR_DELAY': 2.4766355140186915}, 'DAL': {'FLIGHT_VOLUME': 3463.0, 'ARR_DELAY': 3.5362402541149294}, 'GTR': {'FLIGHT_VOLUME': 1021.0, 'ARR_DELAY': 5.05484818805093}, 'DHN': {'FLIGHT_VOLUME': 1374.0, 'ARR_DELAY': 8.133187772925764}, 'STX': {'FLIGHT_VOLUME': 81.0, 'ARR_DELAY': 0.9382716049382716}, 'VLD': {'FLIGHT_VOLUME': 1039.0, 'ARR_DELAY': 2.8084696823869106}, 'CSG': {'FLIGHT_VOLUME': 1277.0, 'ARR_DELAY': 6.659357870007831}, 'BQK': {'FLIGHT_VOLUME': 1038.0, 'ARR_DELAY': 2.7697495183044314}, 'ABY': {'FLIGHT_VOLUME': 1018.0, 'ARR_DELAY': 10.370333988212181}}"
ATW,"{'LAS': {'FLIGHT_VOLUME': 106.0, 'ARR_DELAY': -0.8867924528301887}, 'DTW': {'FLIGHT_VOLUME': 868.0, 'ARR_DELAY': 2.186635944700461}, 'ORD': {'FLIGHT_VOLUME': 995.0, 'ARR_DELAY': 6.607035175879397}, 'MSP': {'FLIGHT_VOLUME': 1221.0, 'ARR_DELAY': 3.2866502866502865}, 'ATL': {'FLIGHT_VOLUME': 666.0, 'ARR_DELAY': 3.749249249249249}, 'SFB': {'FLIGHT_VOLUME': 120.0, 'ARR_DELAY': 9.008333333333333}, 'PIE': {'FLIGHT_VOLUME': 99.0, 'ARR_DELAY': 7.454545454545454}, 'PGD': {'FLIGHT_VOLUME': 14.0, 'ARR_DELAY': 18.571428571428573}, 'AZA': {'FLIGHT_VOLUME': 99.0, 'ARR_DELAY': 2.323232323232323}}"
